frame,nelectron,electron_count,electron_count_error,hermiticity_rel_error,min_natural_occ,max_natural_occ,natural_occ_below_0,natural_occ_above_2,idempotency_rel_error,min_mulliken_charge,max_mulliken_charge
0,16.0,16.000000000000025,2.4868995751603507e-14,3.1270153375973553e-16,8.766472468648913e-05,1.9998578791560053,0.0,0.0,0.08297112050625545,-0.22378995442969174,0.11189497721484076
150,16.0,16.000000000000007,7.105427357601002e-15,2.7551626649089053e-16,8.766472468635149e-05,1.999857879155995,0.0,0.0,0.08981142559581776,-0.21625471532395135,0.10812735854866107
299,16.0,16.000000000000007,7.105427357601002e-15,4.916365849267307e-16,8.766472468664032e-05,1.9998578791559993,0.0,0.0,0.15239031753785412,-0.17128802465503856,0.08564401310741787
