frame,nelectron,electron_count,electron_count_error,hermiticity_rel_error,min_natural_occ,max_natural_occ,natural_occ_below_0,natural_occ_above_2,idempotency_rel_error,min_mulliken_charge,max_mulliken_charge
0,16.0,16.00000000000002,2.1316282072803006e-14,2.9894047122699795e-16,8.917584349379743e-05,1.9998571050548235,0.0,0.0,0.08167306152668966,-0.22406659555975406,0.11203329777773208
150,16.0,15.999999999999972,-2.842170943040401e-14,4.717489302582857e-16,8.751564215984763e-05,1.999849603784653,0.0,0.0,0.049794026695356944,-0.19854190767942015,0.09927095452394286
299,16.0,15.99999999999997,-3.019806626980426e-14,4.087733647319432e-16,5.926612593757438e-05,1.9998144400035083,0.0,0.0,0.04306246278482641,-0.19491678264857537,0.09745839177805149
