frame,nelectron,electron_count,electron_count_error,hermiticity_rel_error,min_natural_occ,max_natural_occ,natural_occ_below_0,natural_occ_above_2,idempotency_rel_error,min_mulliken_charge,max_mulliken_charge
0,16.0,16.000000000000014,1.4210854715202004e-14,3.284238582099709e-16,8.366190973824083e-05,1.9998610708545863,0.0,0.0,0.08195980578935046,-0.2240355350449308,0.11201776751917614
150,16.0,16.000000000000014,1.4210854715202004e-14,2.7003623752184374e-16,8.949653279235553e-05,1.999831296675592,0.0,0.0,0.04737798346099829,-0.20074650436369712,0.10037325242823059
299,16.0,15.999999999999993,-7.105427357601002e-15,3.0412901075190485e-16,6.197405391888563e-05,1.9998197881026778,0.0,0.0,0.038281944278074714,-0.19877364943518216,0.09938682737273508
